Timestamp,MovingTarget_X,MovingTarget_Y,EyeTracker_X,EyeTracker_Y
172879258419721,759.1256436051567,747.4376976990009,773.858448,745.0627499999999
172879258423791,755.7185657066267,747.8660505392675,770.1881184,741.75615
172879258427892,752.2491786801488,748.2616141484784,768.1559904000001,742.4108100000001
172879258432090,748.7193078471239,748.6221715760271,766.5182639999999,741.64248
172879258436265,745.130871758345,748.945545684604,762.4740096,741.715605
172879258440318,741.485881423518,749.2296056533419,760.1376960000001,743.161257
172879258444413,737.7864392229678,749.4722734741359,756.0438192,744.536214
172879258448606,734.0347374953291,749.6715304186189,753.6359520000001,742.595103
172879258452712,730.2330567966002,749.8254234527112,751.0514832,741.1556159999999
172879258456823,726.3837638276873,749.9320715752024,745.1856,745.83198
172879258460967,722.4893090293211,749.9896720564835,742.2999839999999,747.54333
172879258465168,718.5522238450513,749.9965065533349,739.145088,748.75599
172879258469364,714.575117654921,749.9509470755877,721.538496,744.53166
172879258473448,710.5606743842841,749.8514617805297,710.0153280000001,743.5984500000001
172879258477507,706.5116487941809,749.6966205711177,700.3271808,740.96712
172879258481676,702.4308624616019,749.4851004743923,681.7410144,737.95977
172879258485890,698.3211994598507,749.2156907769718,676.1119392,733.44672
172879258490144,694.1856017511832,748.8872978951288,664.476624,731.27502
172879258494278,690.0270643056703,748.4989499577237,660.382272,732.8962349999999
172879258498486,685.848629962113,748.0498010811873,658.0161216,734.73084
172879258502724,681.6533840485274,747.5391353168021,658.6013664000001,733.97394
172879258506873,677.4444487814272,746.966370251723,660.7446336,735.75666
172879258511078,673.224977464665,746.3310602465069,663.0424992,737.07642
172879258515359,668.9981485101183,745.6328992933703,663.6568752000001,738.160227
172879258519486,664.7671593038043,744.8717234809548,664.1476127999999,739.285416
172879258523708,660.535219942307,744.0475130530613,665.188056,739.41615
172879258527879,656.3055468654155,743.1603940505713,665.160336,739.4983199999999
172879258532101,652.0813564119223,742.2106395276456,664.590888,739.26513
172879258536250,647.865858326201,741.1986703351928,664.187904,738.68445
172879258540360,643.6622492439391,740.1250554666135,663.3363456,738.168813
172879258544453,639.4737061857595,738.990511962837,661.5720432,737.91522
172879258548544,635.3033800878321,737.7959043757464,660.68352,737.9621999999999
172879258552672,631.1543893986161,736.5422437911507,658.8849024,738.30933
172879258556862,627.029813770897,735.2306864145685,654.408144,739.125774
172879258561087,622.9326878779345,733.8625317251249,652.4058815999999,738.728424
172879258565272,618.8659953822081,732.4392202049291,647.095104,738.7919459999999
172879258569529,614.8326630845745,730.9623306532699,644.18472,738.374004
172879258573616,610.8355552809379,729.4335770969174,640.8044639999999,737.73342
172879258577776,606.8774683525404,727.8548053096608,620.9911728,728.36973
172879258581973,602.9611256149404,726.227988956004,610.7915232,721.438695
172879258586261,599.089172449441,724.5552253755864,601.2709199999999,716.2290899999999
172879258590411,595.2641717393672,722.8387310264691,586.16424,707.353344
172879258594577,591.4885996320733,721.0808366068587,580.0735296,705.611304
172879258598744,587.7648416458766,719.2839818761225,572.54184,709.66242
172879258602876,584.0951891393797,717.450710197111,569.2401072,710.59815
