Timestamp,MovingTarget_X,MovingTarget_Y,EyeTracker_X,EyeTracker_Y
172871972041210,1009.7694973956836,372.3235017585572,1007.7261120000001,373.490415
172871972132572,1004.086430944765,353.58993956507834,1002.0505392,371.25423
172871972136664,1003.619645861575,352.2252768791709,1002.2588640000001,372.0933
172871972140771,1003.1304158095057,350.81750334087985,1001.586528,369.674064
172871972144833,1002.6181398571895,349.3670678969251,1001.5485120000001,369.44025300000004
172871972148947,1002.0822119134941,347.874460970869,1001.5311744,368.677035
172871972153056,1001.522021909126,346.34021425742014,1001.3588639999999,369.990567
172871972157205,1000.9369570331748,344.76490047070774,1000.9739519999999,371.022273
172871972161319,1000.3264030213804,343.1491330447217,1000.042704,369.634743
172871972165440,999.6897454926824,341.4935657841502,998.9351424,368.605764
172871972169646,999.0263713304134,339.7988924639038,997.1027424,365.10556499999996
172871972173862,998.3356701042937,338.06584637567613,993.2737536,360.73206
172871972178006,997.6170355292016,336.29519981998124,992.2497984,360.859788
172871972182138,996.8698669565136,334.48776354220104,991.4194656,360.50283
172871972186259,996.0935708936485,332.64438611129884,989.794008,360.26336699999996
172871972190419,995.2875625472875,330.7659532399691,989.4011039999999,359.07048000000003
172871972194616,994.4512673856132,328.85338704515635,987.835536,356.272938
172871972198787,993.5841227147728,326.90764524801637,987.5545056000001,355.86963000000003
172871972202916,992.685579264672,324.9297203125768,987.140736,354.881304
172871972207140,991.7551027790994,322.9206385225314,988.315488,351.05138999999997
172871972211377,990.7921756051092,320.88145899580604,992.254608,345.24495
172871972215560,989.7962982765266,318.81327263673563,998.715744,323.35758
172871972219820,988.7669910863948,316.7172010259171,1001.4415776000001,317.744514
172871972224026,987.7037956431557,314.59439524802696,1002.4261919999999,313.462206
172871972228223,986.6062764053543,312.446034658132,1005.609888,311.64552
172871972232318,985.4740221896623,310.2733255872642,1006.5071519999999,309.87694799999997
172871972236487,984.3066476470535,308.0774999882814,1005.9077808000001,306.179793
172871972240572,983.1037947020125,305.8598140232873,1002.4136639999999,303.694002
172871972244845,981.8651339497308,303.62154659414654,998.26704,303.246693
172871972248970,980.590366006338,301.3639978178811,992.09376,301.555935
172871972253044,979.2792228073247,299.0884874490031,988.9385759999999,301.358088
172871972257145,977.9314688494486,296.7963532510864,987.2699040000001,302.29252199999996
172871972261333,976.5469023715665,294.48894932014025,984.7330559999999,302.845725
172871972265444,975.1253564700065,292.16764436259564,983.650248,302.69394
172871972269620,973.6667001442847,289.83381993095566,982.5149664,303.418863
172871972273781,972.1708392691802,287.488868620401,979.9263936,302.74587
172871972277913,970.6377174894083,285.13419222986363,977.935536,301.98636
172871972282093,969.0673170333764,282.77119989129983,975.3712704,299.11481999999995
172871972286289,967.4596594427643,280.40130617109367,973.9409039999999,297.027396
172871972290425,965.8148062149507,278.02592914771645,971.242848,296.4105
172871972294657,964.1328593555877,275.64648846993396,965.0634336,290.213298
172871972298734,962.4139618389352,273.26440340001886,962.4545280000001,284.003874
172871972302887,960.6582979738764,270.8810908465639,960.586704,278.67177
172871972307023,958.8660936738563,268.4979633916123,955.644192,274.78166400000003
172871972311121,957.0376166293182,266.11642731692325,954.2923776,273.087396
172871972315298,955.1731763815569,263.73788063428174,951.1706304,270.072054
172871972319499,953.2731242972413,261.36371112481095,950.354496,267.59079
172871972323645,951.3378534432176,258.99529439229934,949.055472,262.886202
172871972327834,949.3677983615461,256.6339919355598,947.0568527999999,260.661096
172871972331958,947.3634347450836,254.28114924484643,946.2646080000001,260.850564
172871972336113,945.3252790142656,251.93809392731933,945.3730176,260.359695
172871972340349,943.2538877960959,249.6061338665072,943.417584,258.541398
172871972344492,941.1498573066895,247.2865554206359,941.930496,256.612302
172871972348662,939.0138226390538,244.98062166461182,933.6517200000001,257.63804999999996
172871972352785,936.8464569581222,242.68957068032185,929.785824,257.832333
172871972356902,934.6484706053668,240.4146138997831,925.8595200000001,257.90922
172871972361118,932.4206101156398,238.15693450551808,919.866024,260.735985
172871972365241,930.1636571491695,235.91768589235045,916.4685599999999,260.161938
172871972369378,927.8784273419394,233.69799019463085,912.942576,258.72883199999995
172871972373442,925.5657690779278,231.4989368826777,913.804992,254.54630699999998
172871972377550,923.2265621869508,229.32158143200002,915.0375312,252.38718000000003
172871972381657,920.8617165720727,227.16694406861373,915.8047200000001,252.24925500000003
172871972385835,918.4721707707729,225.03600859351477,915.663456,246.18966299999997
172871972389936,916.0588904542458,222.92972128909068,914.8670784000001,243.36084599999998
172871972394094,913.6228668693906,220.84898990997604,913.2793919999999,238.8123
172871972398186,911.1651152281964,218.79468276055937,911.9523456,237.54555
172871972402315,908.6866730493714,216.76762786105436,910.8026496,235.42067699999998
172871972406499,906.1885984571619,214.76861220373303,907.9242336,235.483092
172871972410663,903.6719684424083,212.79838110061107,906.6519360000001,235.109196
172871972414840,901.1378770909473,210.85763762355936,905.428872,235.07188200000002
172871972419112,898.5874337845113,208.94704213749463,902.2888800000001,229.869225
172871972423238,896.0217613793056,207.0672119269884,899.875872,224.430003
172871972427376,893.4419943674392,205.2187209163143,896.7957696000001,224.96024699999998
172871972431556,890.8492770263672,203.4020994826443,895.39848,225.48654
172871972435704,888.2447615614609,201.61783436179007,894.1491792,226.494765
172871972439935,885.6296062467596,199.86636864559105,891.7534079999999,228.87486
172871972444102,883.0049735688773,198.1481018697504,890.3081664,228.440898
172871972448160,880.3720283789362,196.46339019063603,888.3355680000001,225.38898
172871972452273,877.731936057284,194.8125466492898,887.505984,225.224928
172871972456441,875.0858606956115,193.19584152062214,886.4449344,224.84520899999998
172871972460594,872.4349633009441,191.61350274551916,882.184752,222.582042
172871972464830,869.780400025805,190.0657164433482,878.6148479999999,220.877388
172871972469024,867.1233204286807,188.55262750213052,875.014344,218.53410300000002
172871972473320,864.4648657687187,187.0743402434329,868.1389919999999,216.006336
172871972477526,861.8061673383894,185.6309191588458,865.092528,215.52588
