Timestamp,MovingTarget_X,MovingTarget_Y,EyeTracker_X,EyeTracker_Y
172871862129806,1018.1189080778695,483.54275848016607,1029.8320416,457.73217
172871862221533,1018.3160026704711,481.7421258064337,1029.784752,456.58574999999996
172871862225618,1018.3332739201587,481.5793868224115,1030.634352,455.34848400000004
172871862229802,1018.3521195246954,481.40084035693695,1031.051448,455.56016400000004
172871862234050,1018.3726135442955,481.20550410979575,1032.018408,455.00426999999996
172871862238193,1018.3948223513371,480.9924183295529,1032.2523936,454.858236
172871862242376,1018.4188040697144,480.76064657320154,1032.3622512,453.66185699999994
172871862246600,1018.4446080100912,480.5092764532856,1032.276816,453.48560999999995
172871862250716,1018.472274104658,480.23742037267596,1032.5432736,453.90662999999995
172871862254856,1018.5018323450299,479.94421624720917,1032.4740096,453.85074000000003
172871862259118,1018.5333022269417,479.6288282164089,1032.1502400000002,452.46987
172871862263252,1018.5666922054015,479.2904473425213,1032.239376,452.74598999999995
172871862267334,1018.6019991639646,478.92829229808865,1031.9918976,452.780055
172871862271473,1018.6392079017653,478.5416100422908,1032.0532560000001,452.793465
172871862275727,1018.6782906419185,478.1296764862613,1031.9145552,452.74005
172871862279964,1018.7192065648579,477.69179714756217,1031.671008,452.88629999999995
172871862284218,1018.7619013701244,477.2273077939784,1031.729472,452.39832
172871862288360,1018.8063068700449,476.7355750767499,1032.161904,451.63881000000003
172871862292495,1018.8523406186705,476.2159971533065,1032.5634336,451.75815000000006
172871862296668,1018.8999055792411,475.6680042995307,1032.79752,451.46079
172871862300961,1018.9488898333466,475.091059511499,1033.35912,450.148545
172871862305216,1018.9991663348317,474.48465909657915,1033.83648,449.063964
172871862309423,1019.0505927113679,473.84833325370033,1034.775216,448.91628299999996
172871862313510,1019.1030111164745,473.1816466425085,1035.0059039999999,448.53110999999996
172871862317653,1019.1562481346157,472.48419894104006,1035.2487311999998,448.13439
172871862321771,1019.2101147418432,471.7556253914486,1036.1631744000001,447.66098999999997
172871862325960,1019.2644063242763,470.995597333215,1036.443312,447.114798
172871862330029,1019.3189027565263,470.20382272316635,1036.53504,446.92812
172871862334206,1019.3733685419803,469.38004664152345,1038.763008,442.920843
172871862338399,1019.4275530166487,468.5240517830751,1043.658576,428.626413
172871862342507,1019.481190618071,467.6356589324772,1049.0393232,410.216832
172871862346764,1019.5340012205456,466.71472742254974,1055.623104,379.940274
172871862350935,1019.5856905377185,465.76115557433377,1057.4087616000002,373.364865
172871862354977,1019.635950593319,464.7748811175626,1059.4013184,361.87993800000004
172871862359189,1019.6844602605871,463.75588159009067,1058.6218032,358.289586
172871862363324,1019.7308858706724,462.7041747147115,1055.443392,359.138133
172871862367474,1019.7748818900233,461.61981875170943,1049.035392,365.582646
172871862371631,1019.816091666512,460.5029128253862,1047.3892272,367.57453499999997
172871862375831,1019.8541482437672,459.3535972227198,1044.2183903999999,373.108095
172871862379964,1019.8886752428999,458.172053662239,1041.679728,375.301152
172871862384176,1019.9192878105262,456.9585055311285,1039.4344800000001,378.46584
172871862388359,1019.9455936317001,455.71321808852116,1035.335592,383.430843
172871862392435,1019.9671940060784,454.4364986328974,1033.119936,386.597484
172871862396549,1019.9836849853475,453.1286966314721,1032.319008,388.33209
172871862400642,1019.9946585696496,451.790203809442,1032.1773696,388.539567
172871862404765,1019.9997039604536,450.4214541969623,1031.748984,388.744488
172871862408986,1019.9984088670266,449.0229241317366,1029.98592,390.810564
172871862413070,1019.990360863374,447.5951322151354,1029.092616,392.03055
172871862417221,1019.9751487922379,446.13863921981294,1028.81088,392.22855000000004
172871862421318,1019.952364212462,444.65404794685594,1028.584152,392.636457
172871862425526,1019.9216028857666,443.14200303058146,1027.8921599999999,393.076206
172871862429666,1019.8824662987122,441.6031906892111,1027.3330944,394.05465000000004
172871862433848,1019.8345632153855,440.0383384197716,1026.9253872,393.96564
172871862437896,1019.7775112560935,438.44821463570645,1026.6272208,394.66071
172871862442075,1019.710938497132,436.8336282458543,1026.1432224,394.70338799999996
172871862446265,1019.6344850864759,435.1954281736213,1026.176688,395.47380599999997
172871862450453,1019.5478048700456,433.5345028153712,1026.4867199999999,395.85933
172871862454658,1019.4505670230176,431.8517794372754,1026.191448,396.28952999999996
172871862458792,1019.342457680488,430.1482235100912,1025.931168,396.53632799999997
172871862462971,1019.2231815616545,428.4248379815786,1025.792784,396.346455
172871862467163,1019.0924635815538,426.6826624865335,1025.3430144000001,396.84272400000003
172871862471329,1018.9500504442947,424.92277249467827,1025.93232,396.084915
172871862475438,1018.795712211647,423.14627839694083,1026.10584,396.016632
172871862479516,1018.629243840789,421.35432453094165,1026.1243296,394.3026
172871862483653,1018.4504666849858,419.5480881468146,1026.0641664,394.169175
172871862487809,1018.2592299509674,417.72877831478974,1026.383544,392.707053
172871862491980,1018.0554121067898,415.89763477628435,1026.166176,393.01566299999996
172871862496214,1017.8389222340156,414.0559267405592,1026.374184,392.678136
172871862500351,1017.6097013181143,412.2049516293104,1026.2722176,390.40263000000004
172871862504412,1017.3677234710917,410.3460337718871,1026.8677440000001,388.191528
172871862508589,1017.1129970804723,408.48052305412244,1027.843488,386.632944
172871862512811,1016.8455658789212,406.6097935240793,1028.779344,383.812416
172871862516967,1016.5655099289631,404.735241958295,1028.7468864,384.566976
172871862521111,1016.2729465174612,402.85828639239344,1029.150144,382.96926
172871862525222,1015.96803095475,400.9803646202046,1029.3429024,381.872214
172871862529311,1015.6509572735654,399.1029326657772,1030.0746960000001,380.60623799999996
172871862533420,1015.3219588231894,397.22746323290517,1031.202144,378.919476
